step,gini
1871,0.117253
1872,0.124361
1873,0.132762
1874,0.122346
1875,0.129623
1876,0.138824
1877,0.137602
1878,0.137910
1879,0.138110
1880,0.137461
1881,0.142621
1882,0.154694
1883,0.146235
1884,0.147266
1885,0.163482
1886,0.168007
1887,0.172601
1888,0.169654
1889,0.172717
1890,0.182936
1891,0.194817
1892,0.182442
1893,0.176106
1894,0.174270
1895,0.186399
1896,0.181680
1897,0.179360
1898,0.170128
1899,0.170830
1900,0.163254
1901,0.144860
1902,0.154168
1903,0.158949
1904,0.154995
1905,0.160073
1906,0.149966
1907,0.150081
1908,0.165238
1909,0.157597
1910,0.160876
1911,0.167424
1912,0.150005
1913,0.151795
1914,0.139942
1915,0.150314
1916,0.137315
1917,0.133642
1918,0.123509
1919,0.124773
1920,0.128657
1921,0.136484
1922,0.130435
1923,0.120308
1924,0.120999
1925,0.117652
1926,0.115472
1927,0.115143
1928,0.120510
1929,0.115200
1930,0.127465
1931,0.119395
1932,0.110648
1933,0.111927
1934,0.115136
1935,0.111720
1936,0.126538
1937,0.115173
1938,0.119718
1939,0.114580
1940,0.108124
1941,0.115173
1942,0.120621
1943,0.119367
1944,0.123326
1945,0.118130
1946,0.106366
1947,0.126736
1948,0.135565
1949,0.137739
1950,0.146640
1951,0.141151
1952,0.140213
1953,0.135276
1954,0.134554
1955,0.141529
1956,0.134555
1957,0.124781
1958,0.118255
1959,0.116949
1960,0.121201
1961,0.119397
1962,0.117256
1963,0.116247
1964,0.107416
1965,0.114322
1966,0.119648
1967,0.116997
1968,0.127560
1969,0.127378
1970,0.114939
1971,0.109480
1972,0.105009
1973,0.099229
1974,0.105531
1975,0.103761
1976,0.103586
1977,0.118945
1978,0.129581
1979,0.134183
1980,0.136532
1981,0.131809
1982,0.132036
1983,0.136810
1984,0.133556
1985,0.127353
1986,0.135874
1987,0.139368
1988,0.145239
1989,0.149896
1990,0.144790
1991,0.144785
1992,0.140390
1993,0.132306
1994,0.134882
1995,0.134306
1996,0.156054
1997,0.175898
1998,0.170249
1999,0.168552
